pasaj_id,span_no,banka,etiket,yakalanan,normal_deger,guven,baglam,ONAY_E_H,DUZELTILMIS_ETIKET,NOT
albaraka-ea53872ed45c-p011,0,albaraka,ALISVERIS_PUANI,1.000 TL’ye varan Worldpuan,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,Giyim ve Kozmetik Harcamalarınızda ⟪1.000 TL’ye varan Worldpuan⟫!,,,
albaraka-ea53872ed45c-p012,0,albaraka,ALISVERIS_PUANI,1.000 TL'ye varan Worldpuan,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,Giyim ve kozmetik alışverişleriniz kazanca dönüşsün! ⟪1.000 TL'ye varan Worldpuan⟫ kazanın!,,,
albaraka-ea53872ed45c-p013,0,albaraka,ALISVERIS_PUANI,1.000TL’ye varan Worldpuan,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Giyim, Çiçek ve Kozmetik Harcamalarınızda ⟪1.000TL’ye varan Worldpuan⟫!",,,
albaraka-ea53872ed45c-p014,2,albaraka,ALISVERIS_PUANI,1.000 TL WorldPuan,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.88,"adan sonraki her 3.000 TL ve üzeri harcamaya 100 TL, toplam ⟪1.000 TL WorldPuan⟫!",,,
albaraka-ea53872ed45c-p015,0,albaraka,ALISVERIS_PUANI,7.500 TL'ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Setur'da ⟪7.500 TL'ye varan Worldpuan⟫! Setur’da tatilinizi planlayın, harcamalarınız Worldpuan’a",,,
albaraka-ea53872ed45c-p015,1,albaraka,ALISVERIS_PUANI,7.500 TL’ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,harcamalarınız Worldpuan’a dönüşsün! Setur harcamalarınızda ⟪7.500 TL’ye varan Worldpuan⟫ kazanın!,,,
albaraka-ea53872ed45c-p016,0,albaraka,ALISVERIS_PUANI,7.500 TL’ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,TatilBudur'da ⟪7.500 TL’ye varan Worldpuan⟫!,,,
albaraka-ea53872ed45c-p017,0,albaraka,ALISVERIS_PUANI,7.500 TL’ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"mdi yapın, Worldpuan’la kazancınızı katlayın! TatilBudur'da ⟪7.500 TL’ye varan Worldpuan⟫ kazanın!",,,
albaraka-ea53872ed45c-p018,0,albaraka,ALISVERIS_PUANI,7.500 TL'ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Setur'da ⟪7.500 TL'ye varan Worldpuan⟫! Setur’da tatilinizi planlayın, harcamalarınız Worldpuan’a",,,
albaraka-ea53872ed45c-p018,1,albaraka,ALISVERIS_PUANI,7.500 TL’ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,harcamalarınız Worldpuan’a dönüşsün! Setur harcamalarınızda ⟪7.500 TL’ye varan Worldpuan⟫ kazanın!,,,
albaraka-ea53872ed45c-p019,0,albaraka,ALISVERIS_PUANI,1.500 TL’ye varan Worldpuan,"{""deger"": 1500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,Giyim ve Kozmetik Harcamalarınızda ⟪1.500 TL’ye varan Worldpuan⟫!,,,
albaraka-ea53872ed45c-p020,0,albaraka,ALISVERIS_PUANI,1.500 TL'ye varan Worldpuan,"{""deger"": 1500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,Giyim ve kozmetik alışverişleriniz kazanca dönüşsün! ⟪1.500 TL'ye varan Worldpuan⟫ kazanın!,,,
albaraka-ea53872ed45c-p021,0,albaraka,ALISVERIS_PUANI,7.500 TL’ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,TatilBudur'da ⟪7.500 TL’ye varan Worldpuan⟫!,,,
albaraka-ea53872ed45c-p022,0,albaraka,ALISVERIS_PUANI,7.500 TL’ye varan Worldpuan,"{""deger"": 7500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"mdi yapın, Worldpuan’la kazancınızı katlayın! TatilBudur'da ⟪7.500 TL’ye varan Worldpuan⟫ kazanın!",,,
albaraka-b3d9d634601f-p005,0,albaraka,KAMPANYA_SURESI,31.12.2025,"{""tarih"": ""2025-12-31""}",0.82,Kampanya ⟪31.12.2025⟫ tarihine kadar geçerlidir.,,,
albaraka-5e57b63efae4-p005,0,albaraka,ODUL_MIKTARI,500.000 TL,"{""deger"": 500000.0, ""birim"": ""TRY""}",0.83,"butonuna tıklayın, 30.000 TL- ⟪500.000 TL⟫ arası okul ödemelerinizi Albaraka World özellikli kredi kar",,,
albaraka-5e57b63efae4-p014,0,albaraka,ODUL_MIKTARI,30.000 TL,"{""deger"": 30000.0, ""birim"": ""TRY""}",0.83,kli bireysel kredi kartları ile tek çekim olarak yaptığınız ⟪30.000 TL⟫- 500.000 TL arası eğitim harcamalarınız için geçerlidir.,,,
albaraka-5e57b63efae4-p014,1,albaraka,ODUL_MIKTARI,500.000 TL,"{""deger"": 500000.0, ""birim"": ""TRY""}",0.83,l kredi kartları ile tek çekim olarak yaptığınız 30.000 TL- ⟪500.000 TL⟫ arası eğitim harcamalarınız için geçerlidir.,,,
albaraka-2f91d0554cdd-p003,0,albaraka,FINANSMAN_TUTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.8,⟪1.000 TL⟫- 20.000 TL arası kırtasiye harcamalarınızı Albaraka World ö,,,
albaraka-2f91d0554cdd-p011,0,albaraka,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,kli bireysel kredi kartları ile tek çekim olarak yaptığınız ⟪1.000 TL⟫- 20.000 TL arası eğitim harcamalarınız için geçerlidir.,,,
albaraka-2f91d0554cdd-p011,1,albaraka,ODUL_MIKTARI,20.000 TL,"{""deger"": 20000.0, ""birim"": ""TRY""}",0.83,el kredi kartları ile tek çekim olarak yaptığınız 1.000 TL- ⟪20.000 TL⟫ arası eğitim harcamalarınız için geçerlidir.,,,
albaraka-57c3b5fde148-p000,1,albaraka,FINANSMAN_TUTARI,140.000 TL’ye Varan,"{""deger"": 140000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,Vade Farksız ⟪140.000 TL’ye Varan⟫ Destek!,,,
albaraka-57c3b5fde148-p002,0,albaraka,FINANSMAN_TUTARI,"140.000 TL
’ye kadar","{""deger"": 140000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,⟪140.000 TL ’ye kadar⟫ vade farksız destek,,,
albaraka-57c3b5fde148-p004,1,albaraka,FINANSMAN_TUTARI,40.000 TL’ye kadar,"{""deger"": 40000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,%0 kâr payı ile ⟪40.000 TL’ye kadar⟫ Pratik Finansman Kart (İhtiyaç Finansmanı) kullanabiliyor v,,,
albaraka-57c3b5fde148-p008,0,albaraka,FINANSMAN_TUTARI,"100.000 TL
’ye kadar","{""deger"": 100000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Pratik Finansman Kart ve, ⟪100.000 TL ’ye kadar⟫ vade farksız",,,
albaraka-57c3b5fde148-p010,0,albaraka,FINANSMAN_TUTARI,"140.000 TL
’ye kadar","{""deger"": 140000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,Toplamda ⟪140.000 TL ’ye kadar⟫ vade farksız finansman desteği için Albaraka Türk sizleri b,,,
albaraka-57c3b5fde148-p016,0,albaraka,FINANSMAN_TUTARI,140.000 TL,"{""deger"": 140000.0, ""birim"": ""TRY""}",0.8,⟪140.000 TL⟫ Vadesiz Finansman Kampanyası Detayları,,,
albaraka-57c3b5fde148-p017,0,albaraka,FINANSMAN_TUTARI,40.000 TL’ye Kadar,"{""deger"": 40000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,⟪40.000 TL’ye Kadar⟫ Vade Farksız Finansman Desteği,,,
albaraka-57c3b5fde148-p029,1,albaraka,FINANSMAN_TUTARI,40.000 TL,"{""deger"": 40000.0, ""birim"": ""TRY""}",0.8,Vade farksız ⟪40.000 TL⟫ ihtiyaç finansmanı kampanyası hakkında detaylı bilgi almak,,,
albaraka-57c3b5fde148-p038,1,albaraka,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Masrafsız Banka ve Kredi Kartı ⟪Ücretsiz⟫ EFT ve Havale,,,
albaraka-03290cc71568-p008,0,albaraka,KAMPANYA_SURESI,31.12.2025,"{""tarih"": ""2025-12-31""}",0.82,döneminde alınan online indirim kodunun son kullanma tarihi ⟪31.12.2025⟫’tir.,,,
albaraka-123679fd2f3a-p007,0,albaraka,ALISVERIS_PUANI,60 puan,"{""deger"": 60.0, ""birim"": ""TRY""}",0.88,Segment Puan Aralığı Bronz: 0 – ⟪60 puan⟫ Gümüş:,,,
albaraka-123679fd2f3a-p008,0,albaraka,ALISVERIS_PUANI,120 puan,"{""deger"": 120.0, ""birim"": ""TRY""}",0.88,60 – ⟪120 puan⟫ Altın: 120 – 180 puan Platin:,,,
albaraka-123679fd2f3a-p008,1,albaraka,ALISVERIS_PUANI,180 puan,"{""deger"": 180.0, ""birim"": ""TRY""}",0.88,60 – 120 puan Altın: 120 – ⟪180 puan⟫ Platin:,,,
albaraka-123679fd2f3a-p009,0,albaraka,ALISVERIS_PUANI,240 puan,"{""deger"": 240.0, ""birim"": ""TRY""}",0.88,"180 – ⟪240 puan⟫ Elmas: 240 – 300 puan Her segment, bir öncekine göre daha f",,,
albaraka-123679fd2f3a-p009,1,albaraka,ALISVERIS_PUANI,300 puan,"{""deger"": 300.0, ""birim"": ""TRY""}",0.88,"180 – 240 puan Elmas: 240 – ⟪300 puan⟫ Her segment, bir öncekine göre daha fazla avantaj ve ayrıca",,,
albaraka-efff43972cf1-p008,0,albaraka,KAMPANYA_SURESI,31.12.2025,"{""tarih"": ""2025-12-31""}",0.82,döneminde alınan online indirim kodunun son kullanma tarihi ⟪31.12.2025⟫’tir.,,,
albaraka-61d0904a0eca-p000,0,albaraka,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,"kartları ile yapacağı havayolu harcamalarında %10’u kadar, ⟪2.000 TL⟫’ ye varan iade kazanma fırsatı!",,,
albaraka-61d0904a0eca-p004,0,albaraka,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,"Harcamanızın %10’u kadar, ⟪2.000 TL⟫’ ye varan iade kazanın.",,,
albaraka-61d0904a0eca-p012,0,albaraka,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,Bir müşterinin kazanabileceği maksimum iade tutarı ⟪2.000 TL⟫’dir.,,,
albaraka-22a6a07baf87-p001,0,albaraka,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"Albaraka Türk'e müşteri olan her yakınınız için ⟪500 TL⟫, toplamda 5.000 TL'ye varan Worldpuan kazanın! Üstelik dave",,,
albaraka-22a6a07baf87-p001,1,albaraka,ALISVERIS_PUANI,5.000 TL'ye varan Worldpuan,"{""deger"": 5000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"aka Türk'e müşteri olan her yakınınız için 500 TL, toplamda ⟪5.000 TL'ye varan Worldpuan⟫ kazanın! Üstelik davet edilen yakınınınız da 500 TL Worldpu",,,
albaraka-22a6a07baf87-p001,2,albaraka,ALISVERIS_PUANI,500 TL Worldpuan,"{""deger"": 500.0, ""birim"": ""TRY""}",0.88,aran Worldpuan kazanın! Üstelik davet edilen yakınınınız da ⟪500 TL Worldpuan⟫ kazanıyor!,,,
albaraka-22a6a07baf87-p006,0,albaraka,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"tikleri ve kampanya kapsamında müşteri olan her yakını için ⟪500 TL⟫, toplamda 5.000 TL’ye varan Worldpuan ödülüne hak kazanır.",,,
albaraka-22a6a07baf87-p006,1,albaraka,ALISVERIS_PUANI,5.000 TL’ye varan Worldpuan,"{""deger"": 5000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"ya kapsamında müşteri olan her yakını için 500 TL, toplamda ⟪5.000 TL’ye varan Worldpuan⟫ ödülüne hak kazanır.",,,
albaraka-22a6a07baf87-p008,0,albaraka,ALISVERIS_PUANI,5.000 TL Worldpuan,"{""deger"": 5000.0, ""birim"": ""TRY""}",0.88,"rek, kampanyaya “davet eden” olarak katılım sağlayabilir ve ⟪5.000 TL Worldpuan⟫ kazanabilir.",,,
albaraka-3e771c247998-p005,1,albaraka,ODUL_MIKTARI,150 TL,"{""deger"": 150.0, ""birim"": ""TRY""}",0.83,lan alışverişlerde geçerlidir. Kampanya kapsamında maksimum ⟪150 TL⟫ indirim kazanılabilir.,,,
albaraka-0a485a5a7960-p010,0,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,"Kampanya, ⟪31.12.2026⟫ tarihine kadar geçerlidir.",,,
albaraka-935275afc03c-p010,0,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,"Kampanya, ⟪31.12.2026⟫ tarihine kadar geçerlidir.",,,
albaraka-2d30cd9acf45-p003,1,albaraka,ODUL_MIKTARI,1.699 TL,"{""deger"": 1699.0, ""birim"": ""TRY""}",0.83,o'ya üye olan kişilere %40 İndirimli Kiralama ayrıcalığı ve ⟪1.699 TL⟫ Hoş Geldin Hediyesi sağlanacaktır.,,,
albaraka-2d30cd9acf45-p004,0,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,Kampanya yeni üyeliklerde geçerlidir. Kampanya ⟪31.12.2026⟫’e kadar geçerlidir.,,,
albaraka-2d30cd9acf45-p005,1,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,%40 indirim kampanyasından ⟪31.12.2026⟫ tarihine kadar istediğiniz kadar yararlanabilirsiniz.,,,
albaraka-2d30cd9acf45-p006,0,albaraka,ODUL_MIKTARI,1.699 TL,"{""deger"": 1699.0, ""birim"": ""TRY""}",0.83,⟪1.699 TL⟫ Hoş Geldin Hediyesi kampanyası tek kullanımlıktır.,,,
albaraka-a6e48ebc4145-p001,1,albaraka,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,"lun, Yapacağınız ilk 1.000 TL ve üstü akaryakıt harcamanıza ⟪1.000 TL⟫ kazanın!",,,
albaraka-a6e48ebc4145-p003,0,albaraka,KAMPANYA_SURESI,31.08.2025,"{""tarih"": ""2025-08-31""}",0.82,"kredi kartı başvurusu yapan ve başvurusu onaylanan kişiler, ⟪31.08.2025⟫ tarihine kadar yapacakları 1.000 TL ve üzeri akaryakıt harc",,,
albaraka-a6e48ebc4145-p003,2,albaraka,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,adar yapacakları 1.000 TL ve üzeri akaryakıt harcamalarında ⟪1.000 TL⟫ indirim kazanacaktır.,,,
albaraka-a6e48ebc4145-p004,0,albaraka,KAMPANYA_SURESI,01.08.2025,"{""tarih"": ""2025-08-01""}",0.82,"Kampanyamız, ⟪01.08.2025⟫ ile 31.08.2025 tarihleri arasında yapılacak akaryakıt harca",,,
albaraka-a6e48ebc4145-p004,1,albaraka,KAMPANYA_SURESI,31.08.2025,"{""tarih"": ""2025-08-31""}",0.82,"Kampanyamız, 01.08.2025 ile ⟪31.08.2025⟫ tarihleri arasında yapılacak akaryakıt harcaması için geçer",,,
albaraka-aa5d95d6862c-p001,0,albaraka,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"erinden vereceğiniz her otomatik fatura ödeme talimatı için ⟪500 TL⟫, toplamda 2.000 TL Worldpuan kazanın!",,,
albaraka-aa5d95d6862c-p001,1,albaraka,ALISVERIS_PUANI,2.000 TL Worldpuan,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.88,"iz her otomatik fatura ödeme talimatı için 500 TL, toplamda ⟪2.000 TL Worldpuan⟫ kazanın!",,,
albaraka-aa5d95d6862c-p003,0,albaraka,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"tınızla vereceğiniz her otomatik fatura ödeme talimatı için ⟪500 TL⟫, toplamda 2.000 TL Worldpuan kazanın!",,,
albaraka-aa5d95d6862c-p003,1,albaraka,ALISVERIS_PUANI,2.000 TL Worldpuan,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.88,"iz her otomatik fatura ödeme talimatı için 500 TL, toplamda ⟪2.000 TL Worldpuan⟫ kazanın!",,,
albaraka-aa5d95d6862c-p011,0,albaraka,ALISVERIS_PUANI,2.000 TL Worldpuan,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.88,"Kampanya müşteri bazındadır, bir müşteri en fazla ⟪2.000 TL Worldpuan⟫ kazanabilir.",,,
albaraka-49ba76604dd4-p000,0,albaraka,ODUL_MIKTARI,700 TL’ye varan,"{""deger"": 700.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,"sı üzerinden yurt içi ve yurt dışı uçak bileti alımı yapın, ⟪700 TL’ye varan⟫ indirim kodu kazanın!",,,
albaraka-49ba76604dd4-p004,0,albaraka,ODUL_MIKTARI,350 TL,"{""deger"": 350.0, ""birim"": ""TRY""}",0.83,"ı ile gerçekleştireceğiniz yurt içi uçak bileti alımlarında ⟪350 TL⟫, yurt dışı uçak bileti alımlarında 700 TL indirim kazanın!",,,
albaraka-49ba76604dd4-p004,1,albaraka,ODUL_MIKTARI,700 TL,"{""deger"": 700.0, ""birim"": ""TRY""}",0.83,"ileti alımlarında 350 TL, yurt dışı uçak bileti alımlarında ⟪700 TL⟫ indirim kazanın!",,,
albaraka-49ba76604dd4-p012,0,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,Her müşteri en fazla 1 kod alabilir. Alınan kodlar ⟪31.12.2026⟫ tarihine kadar geçerlidir.,,,
albaraka-5d387bdabe21-p003,1,albaraka,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,L ve üzeri konaklama harcamanıza %10 iade kazanın! Toplamda ⟪2.000 TL⟫ iade fırsatından yararlanın!,,,
albaraka-5d387bdabe21-p011,0,albaraka,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,Bir müşterinin kazanabileceği maksimum iade tutarı ⟪2.000 TL⟫’dir.,,,
albaraka-8cab2165f6a6-p006,0,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,Kampanya ⟪31.12.2026⟫ tarihine kadar geçerlidir.,,,
albaraka-77b4ebc21605-p001,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,aya devam ediyor. Trend Banka Kartı’na sahipsen tüm ATM’ler ⟪ücretsiz⟫ olarak hizmetinde!,,,
albaraka-77b4ebc21605-p002,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,rend Banka Kartı ’nla diğer banka ATM’lerinden her ay 3 kez ⟪ücretsiz⟫ para çekebilirsin!,,,
albaraka-77b4ebc21605-p004,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Aynı banka kartıyla bir ay içerisinde en fazla 3 kere ⟪ücretsiz⟫ para çekebilirsin.,,,
albaraka-77b4ebc21605-p005,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Aynı banka kartıyla bir ayda toplamda en fazla 5.000 TL ⟪ücretsiz⟫ para çekebilirsin,,,
albaraka-c21bd7bf1ea4-p001,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,a devam ediyor. Eflatun Banka Kartı’na sahipsen tüm ATM’ler ⟪ücretsiz⟫ olarak hizmetinde!,,,
albaraka-c21bd7bf1ea4-p002,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,latun Banka Kartı’nla diğer banka ATM’lerinden her ay 3 kez ⟪ücretsiz⟫ para çekebilirsin!,,,
albaraka-c21bd7bf1ea4-p004,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Aynı banka kartıyla bir ay içerisinde en fazla 3 kere ⟪ücretsiz⟫ para çekebilirsin.,,,
albaraka-c21bd7bf1ea4-p005,0,albaraka,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Aynı banka kartıyla bir ayda toplamda en fazla 5.000 TL ⟪ücretsiz⟫ para çekebilirsin.,,,
albaraka-ff381e5e58e3-p012,0,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,"Kampanya, ⟪31.12.2026⟫ tarihine kadar geçerlidir.",,,
albaraka-02d0d4550f4b-p023,0,albaraka,TAHSIS_UCRETI,"2,50TL","{""deger"": 2.5, ""birim"": ""TRY""}",0.85,"Oyak komisyonları : Hesap işletim ücreti ⟪2,50TL⟫, SMS ücreti 2TL, müşteri aylık ekstreyi posta yolu ile tale",,,
albaraka-02d0d4550f4b-p023,1,albaraka,TAHSIS_UCRETI,2TL,"{""deger"": 2.0, ""birim"": ""TRY""}",0.85,"Oyak komisyonları : Hesap işletim ücreti 2,50TL, SMS ücreti ⟪2TL⟫, müşteri aylık ekstreyi posta yolu ile talep ediyor ise eks",,,
albaraka-b279c1399fdd-p031,0,albaraka,KAMPANYA_SURESI,01.02.2025,"{""tarih"": ""2025-02-01""}",0.82,⟪01.02.2025⟫ Tarihinden Sonra İktisap Edilenler,,,
albaraka-b279c1399fdd-p032,0,albaraka,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,0-⟪6 Ay⟫ Vadeli 6 -12 Ay Vadeli 1 Yıldan Uzun Vadeli,,,
albaraka-b279c1399fdd-p032,1,albaraka,VADE_SURESI,12 Ay,"{""deger"": 12, ""birim"": ""ay""}",0.85,0-6 Ay Vadeli 6 -⟪12 Ay⟫ Vadeli 1 Yıldan Uzun Vadeli,,,
albaraka-bd2f2e54fda4-p012,0,albaraka,KAMPANYA_SURESI,31.12.2026,"{""tarih"": ""2026-12-31""}",0.82,"Kampanya, ⟪31.12.2026⟫ tarihine kadar geçerlidir.",,,
albaraka-a0cb32c18fcb-p000,0,albaraka,ALISVERIS_PUANI,1.250 TL Worldpuan,"{""deger"": 1250.0, ""birim"": ""TRY""}",0.88,Yurt Dışı Çıkış Harcı Kampanyası | ⟪1.250 TL Worldpuan⟫!,,,
albaraka-a0cb32c18fcb-p001,0,albaraka,ALISVERIS_PUANI,1.250 TL Worldpuan,"{""deger"": 1250.0, ""birim"": ""TRY""}",0.88,a Mobil üzerinden yurt dışına çıkış harcı ödemenizi yaparak ⟪1.250 TL Worldpuan⟫ kazanın!,,,
albaraka-a0cb32c18fcb-p004,0,albaraka,ALISVERIS_PUANI,1.250 TL Worldpuan,"{""deger"": 1250.0, ""birim"": ""TRY""}",0.88,çıkış harcı ödemenizi Albaraka World kredi kartınızla yapın ⟪1.250 TL Worldpuan⟫ kazanın!,,,
albaraka-a0cb32c18fcb-p006,0,albaraka,ALISVERIS_PUANI,1.250 TL Worldpuan,"{""deger"": 1250.0, ""birim"": ""TRY""}",0.88,Kampanyalar sayfasından “Yurt Dışı Çıkış Harcı Kampanyası | ⟪1.250 TL Worldpuan⟫!” kampanyası için “Hemen Katıl” butonuna tıklamayan müşteri,,,
albaraka-a0cb32c18fcb-p010,0,albaraka,ALISVERIS_PUANI,1.250 TL Worldpuan,"{""deger"": 1250.0, ""birim"": ""TRY""}",0.88,"Kampanya müşteri bazındadır, bir müşteri en fazla ⟪1.250 TL Worldpuan⟫ kazanabilir.",,,
albaraka-fc00bd01d9c0-p008,0,albaraka,KAMPANYA_SURESI,01.01.2026,"{""tarih"": ""2026-01-01""}",0.82,"Ek Kampanya Detayları Kampanyamız, ⟪01.01.2026⟫ ile 31.01.2026 tarihleri arasında yapacağınız havayolu harc",,,
albaraka-fc00bd01d9c0-p008,1,albaraka,KAMPANYA_SURESI,31.01.2026,"{""tarih"": ""2026-01-31""}",0.82,"Ek Kampanya Detayları Kampanyamız, 01.01.2026 ile ⟪31.01.2026⟫ tarihleri arasında yapacağınız havayolu harcamaları için ge",,,
albaraka-fc00bd01d9c0-p011,0,albaraka,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,Bir müşterinin kazanabileceği maksimum indirim tutarı ⟪1.000 TL⟫’ dir.,,,
albaraka-0c63aed9130d-p001,0,albaraka,FINANSMAN_TUTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.8,ve Bitiş Müşteri Ol TROY kredi kartlarınız ile yapacağınız ⟪1.000 TL⟫- 100.000 TL arası sağlık harcamalarınıza vade farksız 6 tak,,,
albaraka-0c63aed9130d-p001,1,albaraka,FINANSMAN_TUTARI,100.000 TL,"{""deger"": 100000.0, ""birim"": ""TRY""}",0.8,Müşteri Ol TROY kredi kartlarınız ile yapacağınız 1.000 TL- ⟪100.000 TL⟫ arası sağlık harcamalarınıza vade farksız 6 taksit fırsatı!,,,
albaraka-0c63aed9130d-p013,0,albaraka,FINANSMAN_TUTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.8,"Ek Kampanya Detayları Kampanya, TROY kredi kartları ile ⟪1.000 TL⟫- 100.000 TL tutarları arasındaki sağlık harcamalarında geçe",,,
albaraka-0c63aed9130d-p013,1,albaraka,FINANSMAN_TUTARI,100.000 TL,"{""deger"": 100000.0, ""birim"": ""TRY""}",0.8,"panya Detayları Kampanya, TROY kredi kartları ile 1.000 TL- ⟪100.000 TL⟫ tutarları arasındaki sağlık harcamalarında geçerlidir.",,,
albaraka-478447c96eb0-p025,0,albaraka,ALISVERIS_PUANI,20 puan,"{""deger"": 20.0, ""birim"": ""TRY""}",0.88,Finansmanı kullanımlarınızda standart oranlarımız üzerinden ⟪20 puan⟫ indirim yapılacaktır.,,,
albaraka-244e6d1126f7-p005,0,albaraka,VADE_SURESI,1 ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,"Vade, ödeme tarihinden ⟪1 ay⟫ sonrasıdır. Müşterinin 1 ay ve daha fazla süreli Fatura Öde",,,
albaraka-244e6d1126f7-p005,1,albaraka,VADE_SURESI,1 ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,"Vade, ödeme tarihinden 1 ay sonrasıdır. Müşterinin ⟪1 ay⟫ ve daha fazla süreli Fatura Ödeyen Hesap risk bakiyesi (kap",,,
albaraka-91226eb985c5-p000,0,albaraka,HEDEF_KITLE,Kobi,"{""metin"": ""kobi""}",0.85,Kartlar ⟪Kobi⟫ Kartları World Business Kart,,,
albaraka-0919ef9a7cd5-p000,0,albaraka,HEDEF_KITLE,Kobi,"{""metin"": ""kobi""}",0.85,Finansmanlar ⟪Kobi⟫ Nakdi Finansman İşletmenizi büyütmek isteyen bir KOBİ’yseni,,,
